Year,ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
2018,MN-117,Pipestone County,Minnesota,28.64,3.65,95,24.99
2018,MN-119,Polk County,Minnesota,17.91,-3.22,26,21.13
2018,MN-121,Pope County,Minnesota,27.92,3.5,95,24.42
2018,MN-123,Ramsey County,Minnesota,32.38,3.25,92,29.13
2018,MN-125,Red Lake County,Minnesota,18.37,-3.17,31,21.54
2018,MN-127,Redwood County,Minnesota,32.57,6.64,113,25.93
2018,MN-129,Renville County,Minnesota,33.9,7.46,115,26.44
2018,MN-131,Rice County,Minnesota,34.22,4.9,95,29.32
2018,MN-133,Rock County,Minnesota,27.31,1.28,75,26.03
2018,MN-135,Roseau County,Minnesota,18.06,-3.21,25,21.27
2018,MN-137,St. Louis County,Minnesota,31.99,4.79,115,27.2
2018,MN-139,Scott County,Minnesota,32.4,3.46,87,28.95
2018,MN-141,Sherburne County,Minnesota,30.76,3.05,91,27.71
2018,MN-143,Sibley County,Minnesota,25.38,-3.21,40,28.59
2018,MN-145,Stearns County,Minnesota,28.92,3.51,91,25.41
2018,MN-147,Steele County,Minnesota,33.89,4.27,90,29.62
2018,MN-149,Stevens County,Minnesota,26.4,3.09,93,23.31
2018,MN-151,Swift County,Minnesota,27.14,2.99,89,24.15
2018,MN-153,Todd County,Minnesota,32.12,7.07,117,25.05
2018,MN-155,Traverse County,Minnesota,21.06,-1.04,48,22.1
2018,MN-157,Wabasha County,Minnesota,37.62,6.99,108,30.63
2018,MN-159,Wadena County,Minnesota,26.99,1.62,81,25.37
2018,MN-161,Waseca County,Minnesota,32.61,3.43,87,29.18
2018,MN-163,Washington County,Minnesota,31.95,2.51,87,29.44
2018,MN-165,Watonwan County,Minnesota,29.69,1.63,81,28.07
2018,MN-167,Wilkin County,Minnesota,21.16,-1.02,47,22.18
2018,MN-169,Winona County,Minnesota,40.89,9.02,117,31.87
2018,MN-171,Wright County,Minnesota,28.4,0.77,69,27.63
2018,MN-173,Yellow Medicine County,Minnesota,28.54,3.9,100,24.64
2019,MN-001,Aitkin County,Minnesota,32.67,5.71,112,26.96
2019,MN-003,Anoka County,Minnesota,28.12,-1.09,54,29.21
2019,MN-005,Becker County,Minnesota,24.03,0.28,65,23.75
2019,MN-007,Beltrami County,Minnesota,22,-1.51,42,23.51
2019,MN-009,Benton County,Minnesota,28.27,1.58,75,26.69
2019,MN-011,Big Stone County,Minnesota,24.81,2.2,85,22.61
2019,MN-013,Blue Earth County,Minnesota,41.85,13,125,28.85
2019,MN-015,Brown County,Minnesota,41.68,13.85,127,27.83
2019,MN-017,Carlton County,Minnesota,33.33,5.36,109,27.97
2019,MN-019,Carver County,Minnesota,31.8,3.26,88,28.54
2019,MN-021,Cass County,Minnesota,26.65,1.09,72,25.56
2019,MN-023,Chippewa County,Minnesota,34.46,9.74,122,24.72
2019,MN-025,Chisago County,Minnesota,29.65,0.37,71,29.28
2019,MN-027,Clay County,Minnesota,23.74,2.03,90,21.71
2019,MN-029,Clearwater County,Minnesota,23.95,0.38,65,23.57
2019,MN-031,Cook County,Minnesota,30.16,0.87,77,29.29
2019,MN-033,Cottonwood County,Minnesota,43.41,16.55,129,26.86
2019,MN-035,Crow Wing County,Minnesota,29.32,3.59,94,25.73
2019,MN-037,Dakota County,Minnesota,32.56,3.23,88,29.33
2019,MN-039,Dodge County,Minnesota,40.28,10.03,121,30.25
2019,MN-041,Douglas County,Minnesota,26.28,1.46,85,24.82
2019,MN-043,Faribault County,Minnesota,43.09,13.48,125,29.61
2019,MN-045,Fillmore County,Minnesota,49.85,17.82,128,32.03
2019,MN-047,Freeborn County,Minnesota,45.1,14.28,126,30.82
2019,MN-049,Goodhue County,Minnesota,37.08,7.28,111,29.8
2019,MN-051,Grant County,Minnesota,25.81,2.35,91,23.46
2019,MN-053,Hennepin County,Minnesota,29.86,0.87,72,28.99
2019,MN-055,Houston County,Minnesota,52.14,19.86,129,32.28
2019,MN-057,Hubbard County,Minnesota,24.67,-0.54,57,25.21
2019,MN-059,Isanti County,Minnesota,30.05,1.25,76,28.8
2019,MN-061,Itasca County,Minnesota,26.77,1.37,71,25.4
2019,MN-063,Jackson County,Minnesota,46.24,18.76,129,27.48
2019,MN-065,Kanabec County,Minnesota,31.81,3.9,93,27.91
2019,MN-067,Kandiyohi County,Minnesota,32.53,7.18,111,25.35
2019,MN-069,Kittson County,Minnesota,17.5,-2.69,34,20.19
2019,MN-071,Koochiching County,Minnesota,24.87,-0.74,47,25.61
2019,MN-073,Lac qui Parle County,Minnesota,29.88,5.99,110,23.89
2019,MN-075,Lake County,Minnesota,30.98,2.36,88,28.62
2019,MN-077,Lake of the Woods County,Minnesota,18.78,-4.11,18,22.89
2019,MN-079,Le Sueur County,Minnesota,33.47,4.34,101,29.13
2019,MN-081,Lincoln County,Minnesota,37.18,12.61,126,24.57
2019,MN-083,Lyon County,Minnesota,40.36,15.52,128,24.84
2019,MN-085,McLeod County,Minnesota,29.85,2.23,89,27.62
2019,MN-087,Mahnomen County,Minnesota,24.34,1.34,77,23
2019,MN-089,Marshall County,Minnesota,20.09,-0.52,54,20.61
2019,MN-091,Martin County,Minnesota,45.66,17.04,129,28.62
2019,MN-093,Meeker County,Minnesota,27.22,1.08,77,26.14
2019,MN-095,Mille Lacs County,Minnesota,30.06,2.56,82,27.5
2019,MN-097,Morrison County,Minnesota,28.34,2.48,81,25.86
2019,MN-099,Mower County,Minnesota,44.14,12.5,126,31.64
2019,MN-101,Murray County,Minnesota,43.42,17.38,128,26.04
2019,MN-103,Nicollet County,Minnesota,32.32,3.35,97,28.97
2019,MN-105,Nobles County,Minnesota,44.64,17.56,129,27.08
2019,MN-107,Norman County,Minnesota,23.08,1.65,75,21.43
2019,MN-109,Olmsted County,Minnesota,40.97,10.02,119,30.95
2019,MN-111,Otter Tail County,Minnesota,26.19,2.18,92,24.01
2019,MN-113,Pennington County,Minnesota,20.55,-0.73,54,21.28
2019,MN-115,Pine County,Minnesota,33.3,4.53,100,28.77
2019,MN-117,Pipestone County,Minnesota,38.39,13.4,126,24.99
2019,MN-119,Polk County,Minnesota,22.05,0.92,76,21.13
2019,MN-121,Pope County,Minnesota,27.23,2.81,88,24.42
2019,MN-123,Ramsey County,Minnesota,31.16,2.03,79,29.13
2019,MN-125,Red Lake County,Minnesota,21.05,-0.49,58,21.54
2019,MN-127,Redwood County,Minnesota,41.18,15.25,129,25.93
2019,MN-129,Renville County,Minnesota,38.74,12.3,128,26.44
2019,MN-131,Rice County,Minnesota,38.55,9.23,119,29.32
2019,MN-133,Rock County,Minnesota,39.84,13.81,128,26.03
2019,MN-135,Roseau County,Minnesota,19.45,-1.82,43,21.27
2019,MN-137,St. Louis County,Minnesota,27.95,0.75,69,27.2
2019,MN-139,Scott County,Minnesota,33.01,4.07,91,28.95
2019,MN-141,Sherburne County,Minnesota,26.8,-0.91,52,27.71
2019,MN-143,Sibley County,Minnesota,31.69,3.11,93,28.59
2019,MN-145,Stearns County,Minnesota,27.01,1.6,77,25.41
2019,MN-147,Steele County,Minnesota,41.07,11.45,124,29.62
2019,MN-149,Stevens County,Minnesota,26.78,3.47,95,23.31
2019,MN-151,Swift County,Minnesota,29.79,5.64,107,24.15
2019,MN-153,Todd County,Minnesota,28.24,3.19,90,25.05
2019,MN-155,Traverse County,Minnesota,24.02,1.92,80,22.1
2019,MN-157,Wabasha County,Minnesota,39.97,9.34,119,30.63
2019,MN-159,Wadena County,Minnesota,25.85,0.48,71,25.37
2019,MN-161,Waseca County,Minnesota,41.11,11.93,123,29.18
2019,MN-163,Washington County,Minnesota,31.31,1.87,81,29.44
2019,MN-165,Watonwan County,Minnesota,46.27,18.21,128,28.07
2019,MN-167,Wilkin County,Minnesota,24.73,2.55,90,22.18
2019,MN-169,Winona County,Minnesota,44.16,12.29,125,31.87
2019,MN-171,Wright County,Minnesota,27.35,-0.28,60,27.63
2019,MN-173,Yellow Medicine County,Minnesota,36.28,11.64,126,24.64
2020,MN-001,Aitkin County,Minnesota,36.37,9.41,126,26.96
2020,MN-003,Anoka County,Minnesota,39.02,9.81,125,29.21
2020,MN-005,Becker County,Minnesota,31.66,7.91,124,23.75
2020,MN-007,Beltrami County,Minnesota,30.05,6.54,124,23.51
2020,MN-009,Benton County,Minnesota,40.53,13.84,129,26.69
2020,MN-011,Big Stone County,Minnesota,32.84,10.23,128,22.61
2020,MN-013,Blue Earth County,Minnesota,43.95,15.1,128,28.85
2020,MN-015,Brown County,Minnesota,40.64,12.81,126,27.83
2020,MN-017,Carlton County,Minnesota,38.47,10.5,126,27.97
2020,MN-019,Carver County,Minnesota,40.38,11.84,129,28.54
2020,MN-021,Cass County,Minnesota,32.73,7.17,124,25.56
2020,MN-023,Chippewa County,Minnesota,36.47,11.75,128,24.72
2020,MN-025,Chisago County,Minnesota,40.14,10.86,125,29.28
2020,MN-027,Clay County,Minnesota,31.58,9.87,128,21.71
2020,MN-029,Clearwater County,Minnesota,30.92,7.35,126,23.57
2020,MN-031,Cook County,Minnesota,34.2,4.91,107,29.29
2020,MN-033,Cottonwood County,Minnesota,41.77,14.91,127,26.86
2020,MN-035,Crow Wing County,Minnesota,36.85,11.12,129,25.73
2020,MN-037,Dakota County,Minnesota,41.2,11.87,128,29.33
2020,MN-039,Dodge County,Minnesota,51,20.75,129,30.25
2020,MN-041,Douglas County,Minnesota,32.74,7.92,122,24.82
2020,MN-043,Faribault County,Minnesota,43.96,14.35,128,29.61
2020,MN-045,Fillmore County,Minnesota,48.87,16.84,127,32.03
2020,MN-047,Freeborn County,Minnesota,45.2,14.38,127,30.82
2020,MN-049,Goodhue County,Minnesota,46.55,16.75,129,29.8
2020,MN-051,Grant County,Minnesota,32.47,9.01,126,23.46
2020,MN-053,Hennepin County,Minnesota,41.41,12.42,128,28.99
2020,MN-055,Houston County,Minnesota,47.35,15.07,127,32.28
2020,MN-057,Hubbard County,Minnesota,33.26,8.05,123,25.21
2020,MN-059,Isanti County,Minnesota,39.55,10.75,124,28.8
2020,MN-061,Itasca County,Minnesota,29.54,4.14,110,25.4
2020,MN-063,Jackson County,Minnesota,43.09,15.61,127,27.48
2020,MN-065,Kanabec County,Minnesota,41.09,13.18,128,27.91
2020,MN-067,Kandiyohi County,Minnesota,36.55,11.2,126,25.35
2020,MN-069,Kittson County,Minnesota,24.84,4.65,114,20.19
2020,MN-071,Koochiching County,Minnesota,32.41,6.8,125,25.61
2020,MN-073,Lac qui Parle County,Minnesota,35.14,11.25,128,23.89
2020,MN-075,Lake County,Minnesota,32.97,4.35,105,28.62
2020,MN-077,Lake of the Woods County,Minnesota,29.52,6.63,122,22.89
2020,MN-079,Le Sueur County,Minnesota,44.95,15.82,129,29.13
2020,MN-081,Lincoln County,Minnesota,42.12,17.55,129,24.57
2020,MN-083,Lyon County,Minnesota,41.93,17.09,129,24.84
2020,MN-085,McLeod County,Minnesota,34.38,6.76,119,27.62
2020,MN-087,Mahnomen County,Minnesota,30.86,7.86,126,23
2020,MN-089,Marshall County,Minnesota,28.55,7.94,128,20.61
2020,MN-091,Martin County,Minnesota,42.41,13.79,127,28.62
2020,MN-093,Meeker County,Minnesota,34.63,8.49,118,26.14
2020,MN-095,Mille Lacs County,Minnesota,38.23,10.73,125,27.5
2020,MN-097,Morrison County,Minnesota,37.7,11.84,129,25.86
2020,MN-099,Mower County,Minnesota,47.88,16.24,128,31.64
2020,MN-101,Murray County,Minnesota,42.07,16.03,127,26.04
2020,MN-103,Nicollet County,Minnesota,41.03,12.06,126,28.97
2020,MN-105,Nobles County,Minnesota,43.19,16.11,127,27.08
2020,MN-107,Norman County,Minnesota,31.33,9.9,129,21.43
2020,MN-109,Olmsted County,Minnesota,50.67,19.72,129,30.95
2020,MN-111,Otter Tail County,Minnesota,32.41,8.4,127,24.01
2020,MN-113,Pennington County,Minnesota,27.67,6.39,124,21.28
2020,MN-115,Pine County,Minnesota,41.52,12.75,128,28.77
2020,MN-117,Pipestone County,Minnesota,40.84,15.85,129,24.99
2020,MN-119,Polk County,Minnesota,29.4,8.27,127,21.13
2020,MN-121,Pope County,Minnesota,34.59,10.17,123,24.42
2020,MN-123,Ramsey County,Minnesota,41.73,12.6,128,29.13
2020,MN-125,Red Lake County,Minnesota,27.29,5.75,118,21.54
2020,MN-127,Redwood County,Minnesota,40.2,14.27,128,25.93
2020,MN-129,Renville County,Minnesota,37.96,11.52,125,26.44
2020,MN-131,Rice County,Minnesota,48.73,19.41,129,29.32
2020,MN-133,Rock County,Minnesota,39.24,13.21,127,26.03
2020,MN-135,Roseau County,Minnesota,29.31,8.04,126,21.27
2020,MN-137,St. Louis County,Minnesota,31.71,4.51,109,27.2
2020,MN-139,Scott County,Minnesota,42.56,13.62,129,28.95
2020,MN-141,Sherburne County,Minnesota,39.96,12.25,129,27.71
2020,MN-143,Sibley County,Minnesota,38.16,9.58,125,28.59
2020,MN-145,Stearns County,Minnesota,39.11,13.7,129,25.41
2020,MN-147,Steele County,Minnesota,49.93,20.31,129,29.62
2020,MN-149,Stevens County,Minnesota,33.55,10.24,129,23.31
2020,MN-151,Swift County,Minnesota,34.94,10.79,128,24.15
2020,MN-153,Todd County,Minnesota,36.62,11.57,129,25.05
2020,MN-155,Traverse County,Minnesota,32.35,10.25,129,22.1
2020,MN-157,Wabasha County,Minnesota,47.85,17.22,129,30.63
2020,MN-159,Wadena County,Minnesota,34.14,8.77,123,25.37
2020,MN-161,Waseca County,Minnesota,46.81,17.63,128,29.18
2020,MN-163,Washington County,Minnesota,41.19,11.75,128,29.44
2020,MN-165,Watonwan County,Minnesota,43,14.94,127,28.07
2020,MN-167,Wilkin County,Minnesota,29.13,6.95,121,22.18
2020,MN-169,Winona County,Minnesota,48.94,17.07,129,31.87
2020,MN-171,Wright County,Minnesota,38.57,10.94,126,27.63
2020,MN-173,Yellow Medicine County,Minnesota,39.26,14.62,129,24.64
2021,MN-001,Aitkin County,Minnesota,26.28,-0.68,51,26.96
2021,MN-003,Anoka County,Minnesota,23.15,-6.06,13,29.21
2021,MN-005,Becker County,Minnesota,22.32,-1.43,47,23.75
2021,MN-007,Beltrami County,Minnesota,22.54,-0.97,51,23.51
2021,MN-009,Benton County,Minnesota,24.79,-1.9,44,26.69
2021,MN-011,Big Stone County,Minnesota,18.3,-4.31,20,22.61
2021,MN-013,Blue Earth County,Minnesota,31.37,2.52,82,28.85
2021,MN-015,Brown County,Minnesota,27.02,-0.81,56,27.83
2021,MN-017,Carlton County,Minnesota,24.41,-3.56,30,27.97
2021,MN-019,Carver County,Minnesota,27.61,-0.93,56,28.54
2021,MN-021,Cass County,Minnesota,23.99,-1.57,41,25.56
2021,MN-023,Chippewa County,Minnesota,21.33,-3.39,27,24.72
2021,MN-025,Chisago County,Minnesota,25.45,-3.83,33,29.28
2021,MN-027,Clay County,Minnesota,21.66,-0.05,55,21.71
2021,MN-029,Clearwater County,Minnesota,22.37,-1.2,47,23.57
2021,MN-031,Cook County,Minnesota,24.38,-4.91,17,29.29
2021,MN-033,Cottonwood County,Minnesota,24.85,-2.01,47,26.86
2021,MN-035,Crow Wing County,Minnesota,24.78,-0.95,47,25.73
2021,MN-037,Dakota County,Minnesota,30.19,0.86,68,29.33
2021,MN-039,Dodge County,Minnesota,32.86,2.61,84,30.25
2021,MN-041,Douglas County,Minnesota,22.27,-2.55,33,24.82
2021,MN-043,Faribault County,Minnesota,28.72,-0.89,58,29.61
2021,MN-045,Fillmore County,Minnesota,30.65,-1.38,50,32.03
2021,MN-047,Freeborn County,Minnesota,31.23,0.41,69,30.82
2021,MN-049,Goodhue County,Minnesota,31.25,1.45,75,29.8
2021,MN-051,Grant County,Minnesota,21.31,-2.15,34,23.46
2021,MN-053,Hennepin County,Minnesota,25.94,-3.05,36,28.99
2021,MN-055,Houston County,Minnesota,33.58,1.3,69,32.28
2021,MN-057,Hubbard County,Minnesota,23.14,-2.07,39,25.21
2021,MN-059,Isanti County,Minnesota,23.6,-5.2,23,28.8
2021,MN-061,Itasca County,Minnesota,25.17,-0.23,52,25.4
2021,MN-063,Jackson County,Minnesota,22.68,-4.8,20,27.48
2021,MN-065,Kanabec County,Minnesota,26.35,-1.56,44,27.91
2021,MN-067,Kandiyohi County,Minnesota,21.57,-3.78,29,25.35
2021,MN-069,Kittson County,Minnesota,21.18,0.99,71,20.19
2021,MN-071,Koochiching County,Minnesota,21.75,-3.86,27,25.61
2021,MN-073,Lac qui Parle County,Minnesota,19.14,-4.75,18,23.89
2021,MN-075,Lake County,Minnesota,22.86,-5.76,13,28.62
2021,MN-077,Lake of the Woods County,Minnesota,18.93,-3.96,19,22.89
2021,MN-079,Le Sueur County,Minnesota,33.45,4.32,100,29.13
2021,MN-081,Lincoln County,Minnesota,21.52,-3.05,33,24.57
2021,MN-083,Lyon County,Minnesota,23.44,-1.4,49,24.84
2021,MN-085,McLeod County,Minnesota,20.82,-6.8,12,27.62
2021,MN-087,Mahnomen County,Minnesota,19.21,-3.79,24,23
2021,MN-089,Marshall County,Minnesota,20.21,-0.4,56,20.61
2021,MN-091,Martin County,Minnesota,25.11,-3.51,31,28.62
2021,MN-093,Meeker County,Minnesota,19.17,-6.97,11,26.14
2021,MN-095,Mille Lacs County,Minnesota,25.06,-2.44,39,27.5
2021,MN-097,Morrison County,Minnesota,25.66,-0.2,55,25.86
2021,MN-099,Mower County,Minnesota,29.95,-1.69,49,31.64
2021,MN-101,Murray County,Minnesota,24.54,-1.5,50,26.04
2021,MN-103,Nicollet County,Minnesota,27.93,-1.04,56,28.97
2021,MN-105,Nobles County,Minnesota,21.52,-5.56,18,27.08
2021,MN-107,Norman County,Minnesota,19.59,-1.84,39,21.43
2021,MN-109,Olmsted County,Minnesota,32.1,1.15,72,30.95
2021,MN-111,Otter Tail County,Minnesota,25.47,1.46,82,24.01
2021,MN-113,Pennington County,Minnesota,20.02,-1.26,50,21.28
2021,MN-115,Pine County,Minnesota,26.08,-2.69,37,28.77
2021,MN-117,Pipestone County,Minnesota,21.7,-3.29,27,24.99
2021,MN-119,Polk County,Minnesota,19.57,-1.56,37,21.13
2021,MN-121,Pope County,Minnesota,21.56,-2.86,28,24.42
2021,MN-123,Ramsey County,Minnesota,25.48,-3.65,35,29.13
2021,MN-125,Red Lake County,Minnesota,19.98,-1.56,46,21.54
2021,MN-127,Redwood County,Minnesota,25.72,-0.21,60,25.93
2021,MN-129,Renville County,Minnesota,23.56,-2.88,36,26.44
2021,MN-131,Rice County,Minnesota,34.2,4.88,94,29.32
2021,MN-133,Rock County,Minnesota,19.8,-6.23,13,26.03
2021,MN-135,Roseau County,Minnesota,20.82,-0.45,59,21.27
2021,MN-137,St. Louis County,Minnesota,23.08,-4.12,18,27.2
2021,MN-139,Scott County,Minnesota,30.21,1.27,73,28.95
2021,MN-141,Sherburne County,Minnesota,23.15,-4.56,22,27.71
2021,MN-143,Sibley County,Minnesota,23.77,-4.82,28,28.59
2021,MN-145,Stearns County,Minnesota,24.31,-1.1,47,25.41
2021,MN-147,Steele County,Minnesota,34.32,4.7,96,29.62
2021,MN-149,Stevens County,Minnesota,18.89,-4.42,18,23.31
2021,MN-151,Swift County,Minnesota,21.34,-2.81,34,24.15
2021,MN-153,Todd County,Minnesota,25.93,0.88,69,25.05
2021,MN-155,Traverse County,Minnesota,18.57,-3.53,22,22.1
2021,MN-157,Wabasha County,Minnesota,31.16,0.53,68,30.63
2021,MN-159,Wadena County,Minnesota,24.05,-1.32,49,25.37
2021,MN-161,Waseca County,Minnesota,33.88,4.7,95,29.18
2021,MN-163,Washington County,Minnesota,27.51,-1.93,43,29.44
2021,MN-165,Watonwan County,Minnesota,28.74,0.68,69,28.07
2021,MN-167,Wilkin County,Minnesota,22.81,0.63,72,22.18
2021,MN-169,Winona County,Minnesota,32.62,0.75,63,31.87
2021,MN-171,Wright County,Minnesota,23.18,-4.45,23,27.63
2021,MN-173,Yellow Medicine County,Minnesota,21.46,-3.18,31,24.64
2022,MN-001,Aitkin County,Minnesota,24.21,-2.75,30,26.96
2022,MN-003,Anoka County,Minnesota,21.57,-7.64,7,29.21
2022,MN-005,Becker County,Minnesota,19.22,-4.53,12,23.75
2022,MN-007,Beltrami County,Minnesota,19.94,-3.57,25,23.51
2022,MN-009,Benton County,Minnesota,24.39,-2.3,40,26.69
2022,MN-011,Big Stone County,Minnesota,29.62,7.01,117,22.61
2022,MN-013,Blue Earth County,Minnesota,25.14,-3.71,30,28.85
2022,MN-015,Brown County,Minnesota,24,-3.83,33,27.83
2022,MN-017,Carlton County,Minnesota,25.46,-2.51,34,27.97
2022,MN-019,Carver County,Minnesota,24.17,-4.37,27,28.54
2022,MN-021,Cass County,Minnesota,22.8,-2.76,29,25.56
2022,MN-023,Chippewa County,Minnesota,28.38,3.66,97,24.72
2022,MN-025,Chisago County,Minnesota,23.63,-5.65,17,29.28
2022,MN-027,Clay County,Minnesota,19.83,-1.88,34,21.71
2022,MN-029,Clearwater County,Minnesota,18.95,-4.62,15,23.57
2022,MN-031,Cook County,Minnesota,26.81,-2.48,32,29.29
2022,MN-033,Cottonwood County,Minnesota,26.54,-0.32,65,26.86
2022,MN-035,Crow Wing County,Minnesota,24.41,-1.32,41,25.73
2022,MN-037,Dakota County,Minnesota,22.97,-6.36,14,29.33
2022,MN-039,Dodge County,Minnesota,28.02,-2.23,43,30.25
2022,MN-041,Douglas County,Minnesota,26.08,1.26,83,24.82
2022,MN-043,Faribault County,Minnesota,24.71,-4.9,24,29.61
2022,MN-045,Fillmore County,Minnesota,30,-2.03,42,32.03
2022,MN-047,Freeborn County,Minnesota,28.91,-1.91,46,30.82
2022,MN-049,Goodhue County,Minnesota,25.59,-4.21,28,29.8
2022,MN-051,Grant County,Minnesota,25.21,1.75,84,23.46
2022,MN-053,Hennepin County,Minnesota,23.42,-5.57,16,28.99
2022,MN-055,Houston County,Minnesota,32.01,-0.27,54,32.28
2022,MN-057,Hubbard County,Minnesota,20.67,-4.54,17,25.21
2022,MN-059,Isanti County,Minnesota,21.69,-7.11,12,28.8
2022,MN-061,Itasca County,Minnesota,21.49,-3.91,21,25.4
2022,MN-063,Jackson County,Minnesota,27.77,0.29,69,27.48
2022,MN-065,Kanabec County,Minnesota,24.57,-3.34,32,27.91
2022,MN-067,Kandiyohi County,Minnesota,24.33,-1.02,52,25.35
2022,MN-069,Kittson County,Minnesota,15.85,-4.34,18,20.19
2022,MN-071,Koochiching County,Minnesota,20.86,-4.75,14,25.61
2022,MN-073,Lac qui Parle County,Minnesota,28.6,4.71,103,23.89
2022,MN-075,Lake County,Minnesota,25.94,-2.68,31,28.62
2022,MN-077,Lake of the Woods County,Minnesota,20.89,-2,40,22.89
2022,MN-079,Le Sueur County,Minnesota,26.23,-2.9,36,29.13
2022,MN-081,Lincoln County,Minnesota,26.15,1.58,79,24.57
2022,MN-083,Lyon County,Minnesota,25.39,0.55,72,24.84
2022,MN-085,McLeod County,Minnesota,21.25,-6.37,15,27.62
2022,MN-087,Mahnomen County,Minnesota,18.37,-4.63,13,23
2022,MN-089,Marshall County,Minnesota,16.24,-4.37,19,20.61
2022,MN-091,Martin County,Minnesota,25.92,-2.7,38,28.62
2022,MN-093,Meeker County,Minnesota,19.15,-6.99,10,26.14
2022,MN-095,Mille Lacs County,Minnesota,24.19,-3.31,31,27.5
2022,MN-097,Morrison County,Minnesota,25.22,-0.64,49,25.86
2022,MN-099,Mower County,Minnesota,30.59,-1.05,55,31.64
2022,MN-101,Murray County,Minnesota,26.94,0.9,74,26.04
2022,MN-103,Nicollet County,Minnesota,25.03,-3.94,30,28.97
2022,MN-105,Nobles County,Minnesota,25.88,-1.2,57,27.08
2022,MN-107,Norman County,Minnesota,19.42,-2.01,37,21.43
2022,MN-109,Olmsted County,Minnesota,28.69,-2.26,41,30.95
2022,MN-111,Otter Tail County,Minnesota,22.37,-1.64,39,24.01
2022,MN-113,Pennington County,Minnesota,16.36,-4.92,14,21.28
2022,MN-115,Pine County,Minnesota,26.65,-2.12,41,28.77
2022,MN-117,Pipestone County,Minnesota,26.5,1.51,82,24.99
2022,MN-119,Polk County,Minnesota,18.05,-3.08,28,21.13
2022,MN-121,Pope County,Minnesota,28.53,4.11,105,24.42
2022,MN-123,Ramsey County,Minnesota,24.11,-5.02,22,29.13
2022,MN-125,Red Lake County,Minnesota,17.32,-4.22,24,21.54
2022,MN-127,Redwood County,Minnesota,23.57,-2.36,45,25.93
2022,MN-129,Renville County,Minnesota,21.7,-4.74,22,26.44
2022,MN-131,Rice County,Minnesota,25.57,-3.75,33,29.32
2022,MN-133,Rock County,Minnesota,27.5,1.47,78,26.03
2022,MN-135,Roseau County,Minnesota,18.34,-2.93,29,21.27
2022,MN-137,St. Louis County,Minnesota,24.04,-3.16,25,27.2
2022,MN-139,Scott County,Minnesota,24.69,-4.26,32,28.95
2022,MN-141,Sherburne County,Minnesota,21.37,-6.34,12,27.71
2022,MN-143,Sibley County,Minnesota,23.41,-5.18,24,28.59
2022,MN-145,Stearns County,Minnesota,26.21,0.8,68,25.41
2022,MN-147,Steele County,Minnesota,27.12,-2.5,37,29.62
2022,MN-149,Stevens County,Minnesota,27.59,4.28,103,23.31
2022,MN-151,Swift County,Minnesota,30.13,5.98,108,24.15
2022,MN-153,Todd County,Minnesota,26.12,1.07,70,25.05
2022,MN-155,Traverse County,Minnesota,27.84,5.74,110,22.1
2022,MN-157,Wabasha County,Minnesota,30.05,-0.58,54,30.63
2022,MN-159,Wadena County,Minnesota,22.42,-2.95,30,25.37
2022,MN-161,Waseca County,Minnesota,24.93,-4.25,23,29.18
2022,MN-163,Washington County,Minnesota,23.5,-5.94,13,29.44
2022,MN-165,Watonwan County,Minnesota,25.93,-2.14,42,28.07
2022,MN-167,Wilkin County,Minnesota,20.74,-1.44,39,22.18
2022,MN-169,Winona County,Minnesota,33.72,1.85,77,31.87
2022,MN-171,Wright County,Minnesota,20.86,-6.77,10,27.63
2022,MN-173,Yellow Medicine County,Minnesota,26.47,1.83,82,24.64
